council_district,street_name,block_range,limits,schedule,add_schedule
8,HYDRANGEA CT,4370 - 4399,FIRETHORN ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ILEX AV,1900 - 1949,SATURN BL - SWITZERLAND DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ILEX AV,1950 - 2099,SWITZERLAND DR - GREEN BAY ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ILEX AV,2100 - 2299,GREEN BAY ST - HOLLISTER ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ILEXEY AV,1140 - 1259,KIMSUE WY - ENERO ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ILEXEY AV,1300 - 1499,MARCWADE DR - MARZO ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IMOGENE AV,2100 - 2299,GREEN BAY ST - HOLLISTER ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IMPERIAL AV,1700 - 1899,17TH ST - 19TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,1900 - 1999,19TH ST - 20TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2000 - 2099,20TH ST - 21ST ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2100 - 2199,21ST ST - 22ND ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2200 - 2399,22ND ST - 24TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2400 - 2499,24TH ST - 25TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2500 - 2599,25TH ST - 26TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2600 - 2699,26TH ST - 27TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2700 - 2709,27TH ST - EVANS ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2710 - 2749,EVANS ST - HENSLEY ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2750 - 2799,HENSLEY ST - 28TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2800 - 2899,28TH ST - 29TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,2900 - 2999,29TH ST - 30TH ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,3000 - 3099,30TH ST - 31ST ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,3100 - 3199,31ST ST - 32ND ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,3200 - 3299,32ND ST - 33RD ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,IMPERIAL AV,3300 - 3409,33RD ST - FRANCIS ST,"Posted (8am - 10am), NS Tue, SS Thu",
8,INGRID AV,2100 - 2299,GREEN BAY ST - GROVE AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,INNOVATIVE DR,1200 - 1247,CORPORATE CENTER DR - END,"Not Posted, Both Sides Thu",
8,INNOVATIVE DR,1300 - 1448,CORPORATE CENTER DR - PROGRESSIVE AV,"Not Posted, Both Sides Thu",
8,INNOVATIVE DR,1450 - 1589,PROGRESSIVE AV - OTAY MESA RD,"Not Posted, Both Sides Thu",
8,INTERNATIONAL RD,1800 - 1859,ORO VISTA RD - PIKAKE ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,INTERNATIONAL RD,1860 - 1899,PIKAKE ST - DALISAY ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,INTERNATIONAL RD,1900 - 1939,DALISAY ST - WARDLOW AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,INTERNATIONAL RD,2000 - 2099,WARDLOW AV - SUNSET AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IONIAN ST,1500 - 1549,BEGIN - TRITON AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IONIAN ST,1550 - 1699,TRITON AV - HERMES LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IONIAN ST,1700 - 1899,TRANSITE AV - SIGNAL AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2100 - 2149,GREEN BAY ST - OAKDEN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2150 - 2199,OAKDEN DR - REKLOW DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2200 - 2239,REKLOW DR - ALBATA CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2240 - 2269,ALBATA CT - ROCHDALE LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2270 - 2299,ROCHDALE LN - HOLLISTER ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,IRIS AV,2400 - 2499,ORO VISTA RD - 25TH (SB) ST,"Not Posted, Both Sides Wed",
8,IRIS AV,2850 - 2949,MONTEREY PINE DR - MONTEREY PARK DR,"Not Posted, Both Sides Wed",
8,IRIS AV,3100 - 3149,HOWARD (SB) AV - 30TH (SB) ST,"Not Posted, Both Sides Wed",
8,IRVING AV,1800 - 1899,22ND ST - CESAR E CHAVEZ PY,"Not Posted, Both Sides 2nd Fri",
8,IRVING AV,1900 - 1999,CESAR E CHAVEZ PY - DEWEY ST,"Not Posted, Both Sides 2nd Fri",
8,IRVING AV,2000 - 2099,DEWEY ST - S EVANS ST,"Not Posted, Both Sides 2nd Fri",
8,IRVING AV,2100 - 2199,S EVANS ST - SAMPSON ST,"Not Posted, Both Sides 2nd Fri",
8,IRVING AV,2200 - 2299,SAMPSON ST - SICARD ST,"Not Posted, Both Sides 2nd Fri",
8,IRVING AV,2300 - 2399,SICARD ST - S 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLA DE LA GAITA,1750 - 1899,ISLA DEL CAMPANERO - VISTA (SB) LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLA DEL CAMPANERO,1750 - 1799,TEQUILA WY - ISLA DE LA GAITA,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLA DEL CAMPANERO,1800 - 1899,ISLA DE LA GAITA - VISTA (SB) LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLA DEL CARMEN WY,1750 - 1799,TEQUILA WY - DON PANCHO WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLA DEL CARMEN WY,1800 - 1849,DON PANCHO WY - EL PORVENIR WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLA DEL CARMEN WY,1850 - 1999,EL PORVENIR WY - W SAN YSIDRO BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ISLAND AV,1700 - 1899,17TH ST - 19TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,1900 - 1999,19TH ST - 20TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2000 - 2099,20TH ST - 21ST ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2100 - 2199,21ST ST - 22ND ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2200 - 2399,22ND ST - 24TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2400 - 2499,24TH ST - 25TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2500 - 2599,25TH ST - 26TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2600 - 2699,26TH ST - 27TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2700 - 2749,27TH ST - LANGLEY ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2750 - 2799,LANGLEY ST - 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2800 - 2879,28TH ST - HOITT ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2880 - 2899,HOITT ST - 29TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2900 - 2949,29TH ST - DODSON ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,2950 - 2999,DODSON ST - 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,3000 - 3099,30TH ST - 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,3100 - 3199,31ST ST - 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,3200 - 3239,32ND ST - BANCROFT ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,3240 - 3299,BEGIN - 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,ISLAND AV,3300 - 3345,33RD ST - END,"Not Posted, Both Sides 2nd Fri",
8,ISLAND BREEZE LN,440 - 459,DENNERY RD - ROYAL ISLAND WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,ISLAND BREEZE LN,460 - 479,ROYAL ISLAND WY - WHEELHOUSE DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,ISLAND BREEZE LN,480 - 499,WHEELHOUSE DR - SEA LAVENDER WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,ISLAND BREEZE LN,500 - 599,SEA LAVENDER WY - BLACK CORAL WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,ISLAND KETCH CT,5300 - 5319,BEGIN - SEAGREEN PL,"Not Posted, Both Sides Odd Month 4th Fri",
8,J ST,1700 - 1899,17TH ST - 19TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,1900 - 1999,19TH ST - 20TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2000 - 2099,20TH ST - 21ST ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2100 - 2199,21ST ST - 22ND ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2400 - 2499,24TH ST - 25TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2500 - 2599,25TH ST - 26TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2600 - 2699,26TH ST - 27TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,2950 - 2999,DODSON ST - 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,3000 - 3099,30TH ST - 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,3200 - 3239,32ND ST - BANCROFT ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,3240 - 3299,BANCROFT ST - 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,J ST,3300 - 3499,33RD ST - 34TH ST,"Not Posted, Both Sides 2nd Fri",
8,JADE COVE CT,1200 - 1259,SEAGLEN WY - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,JANSE WY,3500 - 3549,GLANCY DR - NAYLOR RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,JANSE WY,3550 - 3599,NAYLOR RD - OKEEFE ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,JANSE WY,3600 - 3649,OKEEFE ST - WITTMAN WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,JANSE WY,3650 - 3729,WITTMAN WY - ANELLA RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,JANSE WY,3730 - 3759,ANELLA RD - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,JASON ST,1500 - 1699,BEGIN - HERMES LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JASON ST,1700 - 1899,TRANSITE AV - SIGNAL AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JOSHUA PL,800 - 909,COLDWELL LN - DAVES WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JOSHUA PL,910 - 999,DAVES WY - DEBBYANN PL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JUDITH AV,2090 - 2099,NEW CHATEL DR - GREEN BAY ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JUDITH AV,2100 - 2299,GREEN BAY ST - HOLLISTER ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JULIAN AV,1700 - 1799,S 21ST ST - BEARDSLEY ST,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,1800 - 1899,BEARDSLEY ST - CESAR E CHAVEZ PY,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,1900 - 1999,CESAR E CHAVEZ PY - DEWEY ST,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,2000 - 2099,DEWEY ST - S EVANS ST,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,2100 - 2199,S EVANS ST - SAMPSON ST,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,2200 - 2299,SAMPSON ST - SICARD ST,"Not Posted, Both Sides 2nd Fri",
8,JULIAN AV,2300 - 2399,SICARD ST - MARCY AV,"Not Posted, Both Sides 2nd Fri",
8,JUST CT,1100 - 1199,BEGIN - JUST ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JUST ST,3700 - 3859,AQUA PARK ST - JUST CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,JUST ST,3860 - 3899,JUST CT - PICCARD AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,K ST,1900 - 1999,19TH ST - 20TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2000 - 2099,20TH ST - 21ST ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2100 - 2199,21ST ST - 22ND ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2200 - 2399,22ND ST - 24TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2400 - 2499,24TH ST - 25TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2500 - 2599,25TH ST - 26TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2600 - 2699,26TH ST - 27TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2700 - 2749,27TH ST - LANGLEY ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2750 - 2799,LANGLEY ST - 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2800 - 2839,28TH ST - HOITT ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2840 - 2899,HOITT ST - 29TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2900 - 2939,29TH ST - DODSON ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2940 - 2959,DODSON ST - 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,2960 - 2999,30TH ST - 30TH ST,"Posted (10am - 1pm), SS Thu, NS Tue",
8,K ST,3000 - 3099,30TH ST - 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,3100 - 3199,31ST ST - 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,3200 - 3241,32ND ST - END,"Not Posted, Both Sides 2nd Fri",
8,K ST,3250 - 3299,BEGIN - 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,K ST,3300 - 3379,33RD ST - END,"Not Posted, Both Sides 2nd Fri",
8,KAANAPALI WY,2900 - 2919,BEYER BL - MOLOKAI WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,KAANAPALI WY,2920 - 2999,MOLOKAI WY - MAKAHA WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,KAANAPALI WY,3000 - 3099,MAKAHA WY - MABUHAY WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,KANEKO CT,3650 - 3699,WITTMAN WY - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,KAPALUA CT,3000 - 3042,WAILEA WY - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,KATELLA ST,1800 - 1899,BIOLA AV - REVENA ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KEARNEY AV,1700 - 1799,KEARNY AV - BEARDSLEY ST,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,1800 - 1899,BEARDSLEY ST - CESAR E CHAVEZ PY,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,1900 - 1999,CESAR E CHAVEZ PY - DEWEY ST,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,2000 - 2099,DEWEY ST - KEARNY AV,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,2100 - 2199,KEARNY AV - KEARNY AV,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,2200 - 2299,KEARNY AV - KEARNY AV,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,2300 - 2309,KEARNY AV - KEARNY AV,"Not Posted, Both Sides 2nd Fri",
8,KEARNEY AV,2310 - 2377,KEARNY AV - KEARNY AV,"Not Posted, Both Sides 2nd Fri",
8,KEDZIE AV,700 - 799,PALM (SB) AV - RENE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KENALAN DR,1100 - 1239,KIMSUE WY - ENERO WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KENALAN DR,1300 - 1499,MARCWADE DR - MARZO ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KENALAN DR,1500 - 1599,MARZO ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KENTMERE TR,600 - 699,OCEAN VIEW HILLS PY - CAMBERLEY CT,"Not Posted, Both Sides Odd Month 4th Fri",
8,KENTMERE TR,700 - 749,CAMBERLEY CT - FALCONHURST TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,KENTMERE TR,750 - 799,FALCONHURST TR - HEATHBROOK CT,"Not Posted, Both Sides Odd Month 4th Fri",
8,KENTMERE TR,800 - 839,HEATHBROOK CT - ESSINGTON CT,"Not Posted, Both Sides Odd Month 4th Fri",
8,KENTMERE TR,840 - 849,ESSINGTON CT - LYNDHURST TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,KERNS ST,8400 - 8649,LA MEDIA RD - MELKSEE ST,"Not Posted, Both Sides Wed",
8,KERNS ST,8650 - 8849,MELKSEE ST - SARNEN ST,"Not Posted, Both Sides Wed",
8,KERNS ST,8850 - 9049,SARNEN ST - DRUCKER LN,"Not Posted, Both Sides Wed",
8,KIMSUE WY,3800 - 3899,BEGIN - PICCARD AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,KIMSUE WY,3900 - 3949,PICCARD AV - KENALAN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,3950 - 3999,KENALAN DR - DAWNELL DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,4000 - 4049,DAWNELL DR - DANOBER DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,4050 - 4099,DANOBER DR - PETERLYNN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,4100 - 4149,PETERLYNN DR - TWINING AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,4150 - 4199,TWINING AV - ILEXEY AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KIMSUE WY,4200 - 4239,ILEXEY AV - KOSTNER DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1050 - 1099,STU CT - DARWIN WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1100 - 1139,DARWIN WY - KIMSUE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1140 - 1199,KIMSUE WY - MARGE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1200 - 1253,MARGE WY - ENERO ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1254 - 1279,ENERO ST - DEL SOL BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1280 - 1299,DEL SOL BL - MARCWADE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1300 - 1359,MARCWADE DR - LAYLA CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1360 - 1439,LAYLA CT - LAYLA WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,1440 - 1499,LAYLA WY - MARZO ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,700 - 729,DELCARDO AV - LA HUERTA WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,730 - 799,LA HUERTA WY - RENE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,800 - 929,RENE DR - ARRECIFE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,KOSTNER DR,930 - 1049,ARRECIFE WY - STU CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,L ST,1900 - 1999,19TH ST - 20TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2000 - 2099,20TH ST - 21ST ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2100 - 2199,21ST ST - 22ND ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2200 - 2399,22ND ST - 24TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2400 - 2499,24TH ST - 25TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2500 - 2599,25TH ST - 26TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2600 - 2699,26TH ST - 27TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2700 - 2729,27TH ST - EVANS ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2730 - 2749,EVANS ST - HENSLEY ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2750 - 2799,HENSLEY ST - 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2800 - 2899,28TH ST - 29TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,2900 - 2999,29TH ST - 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,3000 - 3099,30TH ST - 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,3100 - 3199,31ST ST - 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,3200 - 3239,32ND ST - END,"Not Posted, Both Sides 2nd Fri",
8,L ST,3240 - 3299,BEGIN - 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,L ST,3300 - 3374,33RD ST - END,"Not Posted, Both Sides 2nd Fri",
8,LA HUERTA WY,700 - 799,KOSTNER DR - ARCE CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LA HUERTA WY,800 - 839,ARCE CT - EL BOSQUE CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LA HUERTA WY,840 - 879,EL BOSQUE CT - EL CEDRO CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LA HUERTA WY,880 - 939,EL CEDRO CT - ARRECIFE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LA MARIQUITA SENDA,1600 - 1679,ALAQUINAS DR - VIA DEL BARDO,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LA MEDIA RD,1400 - 1599,WINDSOCK ST - OTAY MESA RD,"Not Posted, Both Sides Wed",
8,LA MEDIA RD,1600 - 1699,OTAY MESA RD - ST ANDREWS AV,"Not Posted, Both Sides Wed",
8,LA MEDIA RD,1700 - 2099,AIRWAY RD - ST ANDREWS AV,"Not Posted, Both Sides Wed",
8,LA MEDIA RD,2100 - 2299,AIRWAY RD - AVNDA DE LA FUENTE,"Not Posted, Both Sides Wed",
8,LA MEDIA RD,2300 - 2499,AVNDA DE LA FUENTE - SIEMPRE VIVA RD,"Not Posted, Both Sides Wed",
8,LANAO LN,2300 - 2363,CAGAYAN AV - LUNGOS CT,"Not Posted, Both Sides Odd Month 4th Fri",
8,LANAO LN,2364 - 2380,LUNGOS CT - PALM (SB) AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LANGLEY ST,300 - 499,K ST - ISLAND AV,"Not Posted, Both Sides 2nd Fri",
8,LAS BUJIAS CT,1650 - 1689,BEGIN - VIA DEL BARDO,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LAS CALIFORNIAS,0 - 0,OTAY PACIFIC PL - SIEMPRE VIVA RD,"Not Posted, Both Sides Wed",
8,LAS CALIFORNIAS,0 - 0,BEGIN - OTAY PACIFIC PL,"Not Posted, Both Sides Wed",
8,LASHLEE LN,1800 - 1899,BEGIN - PADRE TULLIO DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LAURISTON DR,1120 - 1189,SEWELL AV - ELROSE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LAURISTON DR,1190 - 1269,ELROSE DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LAWNDALE ST,1900 - 1999,QUADRA AV - WARDLOW AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LAYLA CT,4240 - 4299,KOSTNER DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LAYLA WY,4240 - 4299,KOSTNER DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LE MAY AV,500 - 599,LINDBERGH ST - CHANUTE ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,LEATHERWOOD ST,1900 - 1999,QUADRA AV - WARDLOW AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LEILANI WY,2900 - 2941,MOLOKAI WY - POIPU WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LEILANI WY,2942 - 2999,POIPU WY - WAILEA WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LEILANI WY,3000 - 3099,WAILEA WY - MABUHAY WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LEMONSEED DR,4130 - 4259,SHEPHERD LN - DELCARDO AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1490 - 1659,BEGIN - BUBBLING WELL DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1660 - 1699,BUBBLING WELL DR - THERMAL AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1700 - 1859,THERMAL AV - TREMAINE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1860 - 1889,TREMAINE WY - STANDLAKE ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1890 - 1899,STANDLAKE ST - SATURN BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LEON AV,1900 - 2299,SATURN BL - HOLLISTER ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LIEDER DR,1950 - 1999,SWITZERLAND DR - ZURICH DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LIEDER DR,2000 - 2049,ZURICH DR - WALPEN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LIEDER DR,2050 - 2099,WALPEN DR - GREEN BAY ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LIEDER DR,2100 - 2199,GREEN BAY ST - STONEWOOD WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LIEDER DR,2200 - 2299,STONEWOOD WY - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LINDBERGH ST,3400 - 3499,BLERIOT AV - COCHRAN AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH ST,3500 - 3539,COCHRAN AV - DOOLITTLE AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH ST,3540 - 3599,DOOLITTLE AV - LE MAY AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH ST,3600 - 3629,LE MAY AV - MAITLAND AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH ST,3630 - 3649,MAITLAND AV - MATHER AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH ST,3650 - 3799,MATHER AV - LINDBERGH WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LINDBERGH WY,500 - 599,LINDBERGH ST - GATTY ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,LITTLE DIPPER WY,1600 - 1639,SHOOTING STAR DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
